dir_name,common_name,alpha_name,first_char,has_theoretical,image_file,struct_file,date_struct_finalized,struct_source
octane,Octane,octane,O,no  ,356.png,356.mol,2008-04-17,pubchem cid sdf file
phenyl_acetate,Phenyl Acetate,phenylacetate,P,no  ,31229.png,31229.mol,2008-04-17,pubchem cid sdf file
progesterone,Progesterone,progesterone,P,no  ,5994.png,5994.mol,2008-04-17,pubchem cid sdf file
R_2_Pyrrolidinone_5_carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate,pyrrolidinonecarboxylateR25,P,no  ,439685.png,439685.mol,2008-04-17,pubchem cid sdf file
squalene,squalene,squalene,S,no  ,5280370.png,5280370.mol,2008-04-17,pubchem cid sdf file
stearic_acid,Stearic Acid,stearicacid,S,no  ,5281.png,5281.mol,2008-04-17,pubchem cid sdf file
vanillic_acid,vanillic acid,vanillicacid,V,no  ,8468.png,8468.mol,2008-04-17,pubchem cid sdf file
1_hexadecanol,1-Hexadecanol,hexadecanol1,H,no  ,2682.png,2682.mol,2008-05-07,pubchem cid sdf file
3_indoleacetonitrile,3-indoleacetonitrile,indoleacetonitrile3,I,no  ,351795.png,351795.mol,2008-05-07,pubchem cid sdf file
5_alpha_cholestan_3_one,5-alpha-cholestan-3-one,alphacholestanone533,A,no  ,92128.png,92128.mol,2008-05-07,pubchem cid sdf file
5_alpha_pregnane_3_20_dione,"5-alpha-pregnane-3,20-dione(allo)",alphapregnanedione5320,A,no  ,92810.png,92810.mol,2008-05-07,pubchem cid sdf file
alpha_pinene_oxide,alpha-pinene-oxide,alphapineneoxide,A,no  ,91508.png,91508.mol,2008-05-07,pubchem cid sdf file
epsilon_caprolactone,Epsilon-caprolactone,epsiloncaprolactone,E,no  ,10401.png,10401.mol,2008-05-07,pubchem cid sdf file
ergosterol,Ergosterol,ergosterol,E,no  ,444679.png,444679.mol,2008-05-07,pubchem cid sdf file
fenchol,Fenchol,fenchol,F,no  ,6997371.png,6997371.mol,2008-05-07,pubchem cid sdf file
indanone,Indanone,indanone,I,no  ,6735.png,6735.mol,2008-05-07,pubchem cid sdf file
linoleic_acid,Linoleic Acid,linoleicacid,L,no  ,5280450.png,5280450.mol,2008-05-07,pubchem cid sdf file
neomenthol,"(1S,2S,5R)-(+)-neomenthol",neomenthol,N,no  ,439263.png,439263.mol,2008-05-07,pubchem cid sdf file
nonanoic_acid,Nonanoic Acid,nonanoicacid,N,no  ,8158.png,8158.mol,2008-05-07,pubchem cid sdf file
R_carvone,(R)-(-)-Carvone,carvoneR,C,no  ,439570.png,439570.mol,2008-05-07,pubchem cid sdf file
retinyl_palmitate,Retinyl palmitate,retinylpalmitate,R,no  ,5280531.png,5280531.mol,2008-05-07,pubchem cid sdf file
octanoic_acid,Octanoic Acid,octanoicacid,O,no  ,379.png,379.mol,2008-07-11,pubchem cid sdf file
p_cymene,p-cymene,cymenep,C,no  ,7463.png,7463.mol,2008-07-11,pubchem cid sdf file
terpinolene,Terpinolene,terpinolene,T,no  ,11463.png,11463.mol,2008-07-11,pubchem cid sdf file
biphenyl,biphenyl,biphenyl,B,no  ,7095.png,7095.mol,2008-08-04,pubchem cid sdf file
cholecalciferol,cholecalciferol,cholecalciferol,C,no  ,5280795.png,5280795.mol,2008-08-04,pubchem cid sdf file
cuminaldehyde,cuminaldehyde,cuminaldehyde,C,no  ,326.png,326.mol,2008-08-04,pubchem cid sdf file
dodecanoic_acid,Dodecanoic acid,dodecanoicacid,D,no  ,3893.png,3893.mol,2008-08-04,pubchem cid sdf file
ergocalciferol,ergocalciferol,ergocalciferol,E,no  ,5280793.png,5280793.mol,2008-08-04,pubchem cid sdf file
quinidine,quinidine,quinidine,Q,no  ,441074.png,441074.mol,2008-08-04,pubchem cid sdf file
cortexolone,cortexolone,cortexolone,C,no  ,16219924.png,16219924.mol,2008-08-04,pubchem cid sdf file
1_4_cyclohexanedione,"1,4-cyclohexanedione",cyclohexanedione14,C,no  ,12511.png,12511.mol,2008-09-24,pubchem cid sdf file
2_indanone,2-Indanone,indanone2,I,no  ,11983.png,11983.mol,2008-09-24,pubchem cid sdf file
2_methylbenzyl_alcohol,2-methylbenzyl alcohol,methylbenzylalcohol2,M,no  ,6994.png,6994.mol,2008-09-24,pubchem cid sdf file
3_methylindole,3-methylindole,methylindole3,M,no  ,6736.png,6736.mol,2008-09-24,pubchem cid sdf file
4_4_dichlorobenzophenone,"4,4-dichlorobenzophenone",dichlorobenzophenone44,D,no  ,7034.png,7034.mol,2008-09-24,pubchem cid sdf file
4_chloroacetophenone,4-chloroacetophenone,chloroacetophenone4,C,no  ,7467.png,7467.mol,2008-09-24,pubchem cid sdf file
4_cholesten_3_one,(+)-4-cholesten-3-one,cholestenone43,C,no  ,91477.png,91477.mol,2008-09-24,pubchem cid sdf file
4_methylbenzyl_alcohol,4-methylbenzyl alcohol,methylbenzylalcohol4,M,no  ,11505.png,11505.mol,2008-09-24,pubchem cid sdf file
9_fluorenone,9-fluorenone,fluorenone9,F,no  ,10241.png,10241.mol,2008-09-24,pubchem cid sdf file
adrenosterone,adrenosterone,adrenosterone,A,no  ,223997.png,223997.mol,2008-09-24,pubchem cid sdf file
eucalyptol,eucalyptol,eucalyptol,E,no  ,2758.png,2758.mol,2008-09-24,pubchem cid sdf file
fluorene,fluorene,fluorene,F,no  ,6853.png,6853.mol,2008-09-24,pubchem cid sdf file
jasmonic_acid,jasmonic acid,jasmonicacid,J,no  ,5281166.png,5281166.mol,2008-09-24,pubchem cid sdf file
o_xylene,o-xylene,xyleneo,X,no  ,7237.png,7237.mol,2008-09-24,pubchem cid sdf file
p_tolualdehyde,p-tolualdehyde,tolualdehydep,T,no  ,7725.png,7725.mol,2008-09-24,pubchem cid sdf file
stigmasterol,stigmasterol,stigmasterol,S,no  ,5281330.png,5281330.mol,2008-09-24,pubchem cid sdf file
11_alpha_hydroxyprogesterone,11-alpha-hydroxyprogesterone,alphahydroxyprogesterone,A,no  ,92730.png,92730.mol,2008-12-10,pubchem cid sdf file
1_2_3_4_tetrahydronaphthalene,"1,2,3,4-tetrahydronaphthalene",tetrahydronaphthalene,T,no  ,8404.png,8404.mol,2008-12-10,pubchem cid sdf file
1_methylnaphthalene,1-methylnaphthalene,methylnaphthalene,M,no  ,7002.png,7002.mol,2008-12-10,pubchem cid sdf file
1_naphthaldehyde,1-naphthaldehyde,naphthaldehyde,N,no  ,6195.png,6195.mol,2008-12-10,pubchem cid sdf file
1R_2R_4R_dihydrocarveol,"(1R,2R,4R)-dihydrocarveol",dihydrocarveol,D,no  ,443163.png,443163.mol,2008-12-10,pubchem cid sdf file
1R_myrtenal,(1R)-(-)-myrtenal,myrtenal1R-,M,no  ,61130.png,61130.mol,2008-12-10,pubchem cid sdf file
21_hydroxyprogesterone,21-hydroxyprogesterone,hydroxyprogesterone21,H,no  ,6166.png,6166.mol,2008-12-10,pubchem cid sdf file
2_hexenal,2-hexenal,hexenal2,H,no  ,5281168.png,5281168.mol,2008-12-10,pubchem cid sdf file
2_methylnaphthalene,2-methylnaphthalene,methylnaphthalene2,M,no  ,7055.png,7055.mol,2008-12-10,pubchem cid sdf file
3_hydroxy_2_methyl_4_pyrone,3-hydroxy-2-methyl-4-pyrone,hydroxymethylpyrone324,H,no  ,8369.png,8369.mol,2008-12-10,pubchem cid sdf file
3_isochromanone,3-isochromanone,isochromanone3,I,no  ,78092.png,78092.mol,2008-12-10,pubchem cid sdf file
3_methylbenzyl_alcohol,3-methylbenzyl alcohol,methylbenzylalcohol3,M,no  ,11476.png,11476.mol,2008-12-10,pubchem cid sdf file
5_alpha_cholestan_3_beta_ol,5-alpha-cholestan-3-beta-ol,cholestan5alpha3betaol,C,no  ,6665.png,6665.mol,2008-12-10,pubchem cid sdf file
alpha_lipoic_acid,alpha-lipoic acid,lipoicacidalpha,L,no  ,864.png,864.mol,2008-12-10,pubchem cid sdf file
androsterone,androsterone,androsterone,A,no  ,5879.png,5879.mol,2008-12-10,pubchem cid sdf file
cholesteryl_palmitate,cholesteryl palmitate,cholesterylpalmitate,C,no  ,246520.png,246520.mol,2008-12-10,pubchem cid sdf file
cyclohexane,cyclohexane,cyclohexane,C,no  ,8078.png,8078.mol,2008-12-10,pubchem cid sdf file
cyclohexanecarboxylic_acid,cyclohexanecarboxylic acid,cyclohexanecarboxylicacid,C,no  ,7413.png,7413.mol,2008-12-10,pubchem cid sdf file
delta_tocopherol,delta-tocopherol,tocopheroldelta,T,no  ,92094.png,92094.mol,2008-12-10,pubchem cid sdf file
dibenzofuran,dibenzofuran,dibenzofuran,D,no  ,568.png,568.mol,2008-12-10,pubchem cid sdf file
estrone,estrone,estrone,E,no  ,5870.png,5870.mol,2008-12-10,pubchem cid sdf file
ethyl_heptanoate,ethyl heptanoate,ethylheptanoate,E,no  ,7797.png,7797.mol,2008-12-10,pubchem cid sdf file
methyl_jasmonate,methyl jasmonate,methyljasmonate,M,no  ,62388.png,62388.mol,2008-12-10,pubchem cid sdf file
m_tolualdehyde,m-tolualdehyde,tolualdehydem,T,no  ,12105.png,12105.mol,2008-12-10,pubchem cid sdf file
m_toluic_acid,m-toluic acid,toluicacidm,T,no  ,7418.png,7418.mol,2008-12-10,pubchem cid sdf file
m_xylene,m-xylene,xylenem,X,no  ,7929.png,7929.mol,2008-12-10,pubchem cid sdf file
myrtenol,myrtenol,myrtenol,M,no  ,10582.png,10582.mol,2008-12-10,pubchem cid sdf file
o_tolualdehyde,o-tolualdehyde,tolualdehydeo,T,no  ,10722.png,10722.mol,2008-02-13,pubchem cid sdf file
o_toluic_acid,o-toluic acid,toluicacido,T,no  ,8373.png,8373.mol,2008-12-10,pubchem cid sdf file
pentadecanoic_acid,pentadecanoic acid,pentadecanoicacid,P,no  ,13849.png,13849.mol,2008-12-10,pubchem cid sdf file
perillyl_alcohol,(s)-(-)-perillyl alcohol,perillylalcohols-,P,no  ,369312.png,369312.mol,2008-12-10,pubchem cid sdf file
phenanthrene,phenanthrene,phenanthrene,P,no  ,995.png,995.mol,2008-12-10,pubchem cid sdf file
pinocarveol,pinocarveol,pinocarveol,P,no  ,12314318.png,12314318.mol,2008-12-10,pubchem cid sdf file
retinoic_acid,retinoic acid,retinoicacid,R,no  ,444795.png,444795.mol,2008-12-10,pubchem cid sdf file
undecanoic_acid,undecanoic acid,undecanoicacid,U,no  ,8180.png,8180.mol,2008-12-10,pubchem cid sdf file
9_hydroxyfluorene,9-hydroxyfluorene,hydroxyfluorene9,H,no  ,74318.png,74318.mol,2008-12-19,pubchem cid sdf file
cis_5_dodecenoic_acid,cis-5-dodecenoic acid,dodecenoic_acidcis_5,D,no  ,5312378.png,5312378.mol,2008-12-19,pubchem cid sdf file
glyceryl_tridecanoate,glyceryl tridecanoate,glyceryl_tridecanoate,G,no  ,69310.png,69310.mol,2008-12-19,pubchem cid sdf file
tetrabromobisphenol_A,tetrabromobisphenol A,tetrabromobisphenol_A,T,no  ,6618.png,6618.mol,2008-12-19,pubchem cid sdf file
1_2_dichloroethane,"1,2-dichloroethane",dichloroethane12,D,no  ,11.png,11.mol,2009-01-23,pubchem cid sdf file
1_6_anhydro_beta_d_glucose,"1,6-anhydro-beta-d-glucose",anhydrobetadglucose16,A,no  ,2724705.png,2724705.mol,2009-01-23,pubchem cid sdf file
2_hydroxy_3_methylbutyric_acid,(S)-(+)-2-hydroxy-3-methylbutyric acid,hydroxymethylbutyric_acid,H,no  ,853180.png,853180.mol,2009-01-23,pubchem cid sdf file
2_hydroxyhexanoic_acid,2-hydroxyhexanoic acid,hydroxyhexanoic_acid,H,no  ,99824.png,99824.mol,2009-01-23,pubchem cid sdf file
2_hydroxyoctanoic_acid,2-hydroxyoctanoic acid,hydroxyoctanoic_acid,H,no  ,94180.png,94180.mol,2009-01-23,pubchem cid sdf file
3_hydroxymandelic_acid,3-hydroxymandelic acid,hydroxymandelic_acid,H,no  ,86957.png,86957.mol,2009-01-23,pubchem cid sdf file
3_methylglutaric_acid,3-methylglutaric acid,methylglutaric_acid,M,no  ,12284.png,12284.mol,2009-01-23,pubchem cid sdf file
acetosyringone,acetosyringone,acetosyringone,A,no  ,17198.png,17198.mol,2009-01-23,pubchem cid sdf file
cotinine,(-)-cotinine,cotinine,C,no  ,854019.png,854019.mol,2009-01-23,pubchem cid sdf file
ethylmalonic_acid,ethylmalonic acid,ethylmalonic_acid,E,no  ,11756.png,11756.mol,2009-01-23,pubchem cid sdf file
monoethyl_malonate,monoethyl malonate,monoethyl_malonate,M,no  ,70615.png,70615.mol,2009-01-23,pubchem cid sdf file
3_methyl_2_butenoic_acid,3-methyl-2-butenoic acid,methyl-2-butenoic_3,M,no  ,10931.png,10931.mol,2009-03-03,pubchem cid sdf file
acetovanillone,acetovanillone,acetovanillone,A,no  ,2214.png,2214.mol,2009-03-03,pubchem cid sdf file
dihydroconiferyl_alcohol,dihydroconiferyl alcohol,dihydroconiferyl_alcohol,D,no  ,16822.png,16822.mol,2009-03-03,pubchem cid sdf file
dihydro_sinapyl_alcohol,dihydro-sinapyl alcohol,dihydrosynapylalcohol,D,no  ,529893.png,529893.mol,2009-03-03,pubchem cid sdf file
gly_pro,gly-pro,gly_pro,G,no  ,79101.png,79101.mol,2009-03-03,pubchem cid sdf file
methyl_sinapate,methyl sinapate,methyl_sinapate,M,no  ,5321318.png,5321318.mol,2009-03-03,pubchem cid sdf file
palmitic_acid,palmitic acid,palmitic_acid,P,no  ,985.png,985.mol,2009-03-03,pubchem cid sdf file
p_coumaric_acid,p-coumaric acid,coumaric_acid_p,C,no  ,637542.png,637542.mol,2009-03-03,pubchem cid sdf file
p_coumaryl_alcohol,p-coumaryl alcohol,coumaryl_alcohol_p,C,no  ,5280535.png,5280535.mol,2009-03-03,pubchem cid sdf file
p_hydroxyacetophenone,p-hydroxyacetophenone,hydroxyacetophenone_p,H,no  ,7469.png,7469.mol,2009-03-03,pubchem cid sdf file
sinapinic_acid,sinapinic acid,sinapinic_acid,S,no  ,637775.png,637775.mol,2009-03-03,pubchem cid sdf file
syringaldehyde,syringaldehyde,syringaldehyde,S,no  ,8655.png,8655.mol,2009-03-03,pubchem cid sdf file
trans_3_hexenedioic_acid,trans-3-hexenedioic acid,hexenedioic_acid_trans_3,H,no  ,5351896.png,5351896.mol,2009-03-03,pubchem cid sdf file
4_isopropylbenzyl_alcohol,4-isopropylbenzyl alcohol,isopropylbenzyl_alcohol_4,I,no  ,325.png,325.mol,2008-08-04,pubchem cid sdf file
alpha_tocopherol,(+)alpha-tocopherol,alphatocopherol,A,no  ,14985.png,14985.mol,2008-05-07,pubchem cid sdf file
coniferaldehyde,coniferaldehyde,coniferaldehyde,C,no  ,5280536.png,5280536.mol,2009-03-11,pubchem cid sdf file
coniferyl_alcohol,coniferyl alcohol,coniferyl_alcohol,C,no  ,1549095.png,1549095.mol,2009-03-11,pubchem cid sdf file
methyl_4_coumarate,methyl 4-coumarate,methylcoumarate4,M,no  ,5319562.png,5319562.mol,2009-03-11,pubchem cid sdf file
sinapaldehyde,sinapaldehyde,sinapaldehyde,S,no  ,5280802.png,5280802.mol,2009-03-11,pubchem cid sdf file
syringic_acid,syringic acid,syringic_acid,S,no  ,10742.png,10742.mol,2009-03-11,pubchem cid sdf file
coniferin,coniferin,coniferin,C,no  ,5280372.png,5280372.mol,2009-05-26,pubchem cid sdf file
methyl_ferulate,methyl ferulate,methyl_ferulate,M,no  ,5357283.png,5357283.mol,2009-05-26,pubchem cid sdf file
n_acetylglycine,n-acetylglycine,acetylglycine_n,A,no  ,10972.png,10972.mol,2009-05-26,pubchem cid sdf file
p_coumaraldehyde,p-coumaraldehyde,coumaraldehyde_p,C,no  ,641301.png,641301.mol,2009-05-26,pubchem cid sdf file
sinapyl_alcohol,sinapyl alcohol,sinapyl_alcohol,S,no  ,5280507.png,5280507.mol,2009-05-26,pubchem cid sdf file
syringin,syringin,syringin,S,no  ,5316860.png,5316860.mol,2009-05-26,pubchem cid sdf file
2_furoylglycine,2-furoylglycine,furoylglycine2,F,no  ,21863.png,21863.mol,2009-08-13,pubchem cid sdf file
2_octenoic_acid,2-octenoic acid,octenoicacid2,O,no  ,5282714.png,5282714.mol,2009-08-13,pubchem cid sdf file
2_phenylbutyric_acid,2-phenylbutyric acid,phenylbutyricacid2,P,no  ,7012.png,7012.mol,2009-08-13,pubchem cid sdf file
3_hydroxy_4_methoxycinnamic_acid,3-hydroxy-4-methoxycinnamic acid,hydroxymethoxycinnamicacid34,H,no  ,736186.png,736186.mol,2009-08-13,pubchem cid sdf file
3_methyladipic_acid,3-methyladipic acid,methyladipicacid3,M,no  ,2723701.png,2723701.mol,2009-08-13,pubchem cid sdf file
3_methylsalicylic_acid,3-methylsalicylic acid,methylsalicylicacid3,M,no  ,6738.png,6738.mol,2009-08-13,pubchem cid sdf file
3_pyridine_aldoxime,3-pyridine aldoxime,pyridinealdoxime3,P,no  ,5324568.png,5324568.mol,2009-08-13,pubchem cid sdf file
3_pyridinecarbonitrile,3-pyridinecarbonitrile,pyridinecarbonitrile3,P,no  ,79.png,79.mol,2009-08-13,pubchem cid sdf file
4_hydroxybenzyl_alcohol,4-hydroxybenzyl alcohol,hydroxybenzylalcohol4,H,no  ,125.png,125.mol,2009-08-13,pubchem cid sdf file
4_methylsalicylic_acid,4-methylsalicylic acid,methylsalicylicacid4,M,no  ,5788.png,5788.mol,2009-08-13,pubchem cid sdf file
4_methylvaleric_acid,4-methylvaleric acid,methylvalericacid4,M,no  ,12587.png,12587.mol,2009-08-13,pubchem cid sdf file
5_methoxytryptamine,5_methoxytryptamine,methoxytryptamine5,M,no  ,1833.png,1833.mol,2009-08-13,pubchem cid sdf file
bilirubin,bilirubin,bilirubin,B,no  ,5280352.png,5280352.mol,2009-08-13,pubchem cid sdf file
cis_fenpropimorph,cis-fenpropimorph,fenpropimorphcis,F,no  ,91695.png,91695.mol,2009-08-13,pubchem cid sdf file
L_4_hydroxyphenylglycine,L-4-hydroxyphenylglycine,hydroxyphenylglycinel4,H,no  ,36143.png,36143.mol,2009-08-13,pubchem cid sdf file
N_cyclohexylformamide,N-cyclohexylformamide,cyclohexylformamideN,C,no  ,13017.png,13017.mol,2009-08-13,pubchem cid sdf file
O_phospho_DL_threonine,O-phospho-DL-threonine,phosphothreonineodl,P,no  ,1016.png,1016.mol,2009-08-13,pubchem cid sdf file
sulfoacetic_acid,sulfoacetic acid,sulfoaceticacid,S,no  ,31257.png,31257.mol,2009-08-13,pubchem cid sdf file
tetrachloroethylene,tetrachloroethylene,tetrachloroethylene,T,no  ,31373.png,31373.mol,2009-08-13,pubchem cid sdf file
4_4_DDT,"4,4-DDT",DDT,D,no  ,3036.png,3036.mol,2009-10-19,pubchem cid sdf file
s_perillaldehyde,(S)-(-)-perillaldehyde,perillaldehydes,P,no  ,2724159.png,2724159.mol,2009-10-20,pubchem cid sdf file
1_methylnicotinamide,1-methylnicotinamide,methylnicotinamide1,M,no  ,457.png,457.mol,2011-01-21,pubchem cid sdf file
2_4_5_trichlorophenoxyacetic_acid,"2,4,5-trichlorophenoxyacetic acid",trichlorophenoxyaceticacid245,T,no  ,1480.png,1480.mol,2009-10-21,pubchem cid sdf file
beta_estradiol,beta-Estradiol,estradiolbeta,E,no  ,5757.png,5757.mol,2009-10-21,pubchem cid sdf file
elaidic_acid,elaidic acid,elaidicacid,E,no  ,637517.png,637517.mol,2009-10-21,pubchem cid sdf file
glycodesoxycholic_acid,glycodesoxycholic acid,glycodesoxycholicacid,G,no  ,3035026_3.png,3035026_3.mol,2009-10-21,altered pubchem cid sdf file
indole_3_carboxaldehyde,indole-3-carboxaldehyde,indole3carboxaldehyde,I,no  ,10256.png,10256.mol,2009-10-21,pubchem cid sdf file
indole_3_pyruvic_acid,indole-3-pyruvic acid,indole3pyruvicacid,I,no  ,803.png,803.mol,2009-10-21,pubchem cid sdf file
metaldehyde,metaldehyde,metaldehyde,M,no  ,177.png,177.mol,2009-10-21,pubchem cid sdf file
rosmarinic_acid,rosmarinic acid,rosmarinicacid,R,no  ,5281792.png,5281792.mol,2009-10-21,pubchem cid sdf file
atropine,atropine,atropine,A,no  ,174174.png,174174.mol,2009-11-03,pubchem cid sdf file
cholic_acid,cholic acid,cholicacid,C,no  ,221493.png,221493.mol,2009-11-03,pubchem cid sdf file
glycocholic_acid,glycocholic acid,glycocholicacid,G,no  ,10140.png,10140.mol,2009-11-03,pubchem cid sdf file
lactulose,lactulose,lactulose,L,no  ,16217605.png,16217605.mol,2009-11-03,pubchem cid sdf file
O_O_diethyl_thiophosphate,"O,O-diethyl thiophosphate",diethylthiophosphateOO,D,no  ,23664334.png,23664334.mol,2009-11-03,pubchem cid sdf file
2_methylglutaric_acid,2-methylglutaric acid,methylglutaricacid2,M,no  ,12046.png,12046.mol,2009-11-06,pubchem cid sdf file
cis_1_2_dihydronaphthalene_1_2_diol,"cis-1,2-dihydronaphthalene-1,2-diol",dihydronaphthalene12diocis12,D,no  ,440294.png,440294.mol,2009-11-06,pubchem cid sdf file
cyanamide,cyanamide,cyanamide,C,no  ,9864.png,9864.mol,2009-11-06,pubchem cid sdf file
N_cyclohexylsulfamic_acid,N-cyclohexylsulfamic acid,cyclohexylsulfamicacidN,C,no  ,7533.png,7533.mol,2009-11-06,pubchem cid sdf file
phenylacetylglycine,phenylacetylglycine,phenylacetylglycine,P,no  ,68144.png,68144.mol,2009-11-06,pubchem cid sdf file
2_phenylethanol,2-phenylethanol,phenylethanol2,P,no  ,6054.png,6054.mol,2009-11-09,pubchem cid sdf file
phosphonoacetic_acid,phosphonoacetic acid,phosphonoaceticacid,P,no  ,546.png,546.mol,2009-11-09,pubchem cid sdf file
MES,MES,MES,M,no  ,78165.png,78165.mol,2011-03-09,pubchem cid sdf file
2_5_dichlorohydroquinone,"2,5-dichlorohydroquinone",dichlorohydroquinone25,D,no  ,65.png,65.mol,2009-12-02,pubchem cid sdf file
4_isopropylbenzoic_acid,4-isopropylbenzoic acid,isopropylbenzoicacid4,I,no  ,10820.png,10820.mol,2009-12-02,pubchem cid sdf file
cortisone,cortisone,cortisone,C,no  ,222786.png,222786.mol,2009-12-02,pubchem cid sdf file
erythromycin,erythromycin,erythromycin,E,no  ,16212992.png,16212992.mol,2009-12-02,pubchem cid sdf file
trans_dehydroandrosterone,trans_dehydroandrosterone,dehydroandrosteronetrans,D,no  ,5881.png,5881.mol,2009-12-02,pubchem cid sdf file
carbazole,carbazole,carbazole,C,no  ,6854.png,6854.mol,2009-12-23,pubchem cid sdf file
alpha_terpineol,alpha_terpineol,alphaterpineol,A,no  ,443162.png,443162.mol,2010-01-04,pubchem cid sdf file
benzamide,benzamide,benzamide,B,no  ,2331.png,2331.mol,2010-01-04,pubchem cid sdf file
corticosterone,corticosterone,corticosterone,C,no  ,5753.png,5753.mol,2010-01-04,pubchem cid sdf file
2_2_bis_4_chlorophenyl_ethanol,"2,2-bis(4-chlorophenyl)ethanol",bis4chlorophenyl_ethanol22,B,no  ,17533.png,17533.mol,2010-01-06,pubchem cid sdf file
2_4_dichlorobenzoic_acid,"2,4-Dichlorobenzoic acid",dichlorobenzoicacid24,D,no  ,5787.png,5787.mol,2010-01-06,pubchem cid sdf file
2_5_dichlorophenol,"2,5-dichlorophenol",dichlorophenol25,D,no  ,66.png,66.mol,2010-01-06,pubchem cid sdf file
2_6_dichlorophenol,"2,6-dichlorophenol",dichlorophenol26,D,no  ,6899.png,6899.mol,2010-01-06,pubchem cid sdf file
hydrocinnamic_acid,hydrocinnamic acid,hydrocinnamicacid,H,no  ,107.png,107.mol,2010-01-06,pubchem cid sdf file
nitrobenzene,nitrobenzene,nitrobenzine,N,no  ,7416.png,7416.mol,2010-01-06,pubchem cid sdf file
salicylaldehyde,salicylaldehyde,salicylaldehyde,S,no  ,6998.png,6998.mol,2010-01-06,pubchem cid sdf file
2_4_6_trichlorophenol,"2,4,6-trichlorophenol",trichlorophenol246,T,no  ,6914.png,6914.mol,2010-01-12,pubchem cid sdf file
2_naphthaldehyde,2-naphthaldehyde,naphthaldehyde2,N,no  ,6201.png,6201.mol,2010-01-12,pubchem cid sdf file
3_4_dihydroxyhydrocinnamate,"3,4-dihydroxyhydrocinnamate",dihydroxyhydrocinnamate34,D,no  ,348154.png,348154.mol,2010-01-12,pubchem cid sdf file
4_ethylphenol,4-ethylphenol,ethylphenol4,E,no  ,31242.png,31242.mol,2010-01-12,pubchem cid sdf file
homoveratric_acid,homoveratric acid,homoveratricacid,H,no  ,7139.png,7139.mol,2010-01-12,pubchem cid sdf file
2_naphthalenemethanol,2-naphthalenemethanol,naphthalenemethanol2,N,no  ,74128.png,74128.mol,2010-01-20,pubchem cid sdf file
DL_3_4_dihydroxymandelic_acid,"DL-3,4-dihydroxymandelic acid",DL34dihydroxymandelicacid,D,no  ,85782.png,85782.mol,2010-01-20,pubchem cid sdf file
lithocholic_acid,lithocholic acid,lithocholicacid,L,no  ,9903.png,9903.mol,2010-01-20,pubchem cid sdf file
N_3_indolylacetyl_L_alanine,N-(3-indolylacetyl)-L-alanine,N3indolylacetylLalanine,N,no  ,644225.png,644225.mol,2010-01-20,pubchem cid sdf file
1_4_dihydroxy_2_naphthoic_acid,"1,4-dihydroxy-2-naphthanoic acid",dihydroxy2naphthoicacid14,D,no  ,671.png,671.mol,2010-01-27,pubchem cid sdf file
1_hydroxy_2_naphthoic_acid,1-hydroxy-2-naphthoic acid,hydroxy2naphthoicacid1,H,no  ,6844.png,6844.mol,2010-01-27,pubchem cid sdf file
1_naphthalenemethanol,1_naphthalenemethanol,naphthalenemethanol1,N,no  ,20908.png,20908.mol,2010-01-27,pubchem cid sdf file
2_4_dichlorophenol,"2,4-dichlorophenol",dichlorophenol24,D,no  ,8449.png,8449.mol,2010-01-27,pubchem cid sdf file
2_amino_3_methoxybenzoic_acid,2-amino-3-methoxybenzoic acid,amino3methoxybenzoicacid2,A,no  ,255720.png,255720.mol,2010-01-27,pubchem cid sdf file
2_naphthoic_acid,2-naphthoic acid,naphthoicacid2,N,no  ,7123.png,7123.mol,2010-01-27,pubchem cid sdf file
5_methoxy_3_indoleacetic_acid,5-methoxy-3-indoleacetic acid,methoxy3indoleaceticacid5,M,no  ,18986.png,18986.mol,2010-01-27,pubchem cid sdf file
benzylsuccinic_acid,benzylsuccinic acid,benzylsuccinicacid,B,no  ,3858.png,3858.mol,2010-01-27,pubchem cid sdf file
indole_3_acetamide,indole-3-acetamide,indole3acetamide,I,no  ,397.png,397.mol,2010-01-27,pubchem cid sdf file
pentachlorophenol,pentachlorophenol,pentachlorophenol,P,no  ,992.png,992.mol,2010-01-27,pubchem cid sdf file
s_perillic_acid,(S)-(-)-perillic acid,sperillicacid,S,no  ,2724160.png,2724160.mol,2010-01-27,pubchem cid sdf file
thiamine_monophosphate,thiamine monophosphate,thiaminemonophosphate,T,no  ,1131.png,1131.mol,2011-01-20,pubchem cid sdf file
16_hydroxyhexadecanoic_acid,16-hydroxyhexadecanoic acid,hydroxyhexadecanoicacid16,H,no  ,10466.png,10466.mol,2010-02-02,pubchem cid sdf file
4_phenylbutyric_acid,4-phenylbutyric acid,phenylbutyricacid4,P,no  ,4775.png,4775.mol,2010-02-02,pubchem cid sdf file
hyodeoxycholic_acid,hyodeoxycholic acid,hyodeoxycholicacid,H,no  ,16219478.png,16219478.mol,2010-02-02,pubchem cid sdf file
4_hydroxy_3_methoxymandelic_acid,4-hydroxy-3-methoxymandelic acid,hydroxy3methoxymandelicacid4,H,no  ,1245.png,1245.mol,2010-03-10,pubchem cid sdf file
chalcone,chalcone,chalcone,C,no  ,637760.png,637760.mol,2010-03-10,pubchem cid sdf file
cis_aconitic_acid,cis-aconitic acid,cisaconiticacid,C,no  ,643757.png,643757.mol,2010-03-10,pubchem cid sdf file
