id,bmrbtype,bmrbid,dirname,bottlename,commonname
625,bmse,bmse000671,2_2_bis_4_chlorophenyl_ethanol,"2,2-bis(4-chlorophenyl)ethanol","2,2-bis(4-chlorophenyl)ethanol"
626,bmse,bmse000672,2_4_dichlorobenzoic_acid,"2,4-Dichlorobenzoic acid","2,4-Dichlorobenzoic acid"
627,bmse,bmse000673,2_5_dichlorophenol,"2,5-dichlorophenol","2,5-dichlorophenol"
628,bmse,bmse000674,2_6_dichlorophenol,"2,6-dichlorophenol","2,6-dichlorophenol"
629,bmse,bmse000675,hydrocinnamic_acid,Hydrocinnamic acid,hydrocinnamic acid
630,bmse,bmse000676,nitrobenzene,nitrobenzene,nitrobenzene
631,bmse,bmse000677,salicylaldehyde,salicylaldehyde,salicylaldehyde
632,bmse,bmse000678,2_4_6_trichlorophenol,"2,4,6-Trichlorophenol","2,4,6-trichlorophenol"
633,bmse,bmse000679,2_naphthaldehyde,2-Naphthaldehyde,2-naphthaldehyde
634,bmse,bmse000680,3_4_dihydroxyhydrocinnamate,"3,4-Dihydroxyhydrocinnamate","3,4-dihydroxyhydrocinnamate"
635,bmse,bmse000681,4_ethylphenol,4-Ethylphenol,4-ethylphenol
636,bmse,bmse000682,homoveratric_acid,Homoveratric acid,homoveratric acid
637,bmse,bmse000683,2_naphthalenemethanol,2-naphthalenemethanol,2-naphthalenemethanol
638,bmse,bmse000684,DL_3_4_dihydroxymandelic_acid,"DL-3,4-dihydroxymandelic acid","DL-3,4-dihydroxymandelic acid"
639,bmse,bmse000685,indole_3_pyruvic_acid,indole-3-pyruvic acid,indole-3-pyruvic acid
640,bmse,bmse000686,lithocholic_acid,lithocholic acid,lithocholic acid
641,bmse,bmse000687,N_3_indolylacetyl_L_alanine,N-(3-indolylacetyl)-L-alanine,N-(3-indolylacetyl)-L-alanine
642,bmse,bmse000688,1_4_dihydroxy_2_naphthoic_acid,"1,4-dihydroxy-2-naphthanoic acid","1,4-dihydroxy-2-naphthanoic acid"
643,bmse,bmse000689,1_hydroxy_2_naphthoic_acid,1-hydroxy-2-naphthoic acid,1-hydroxy-2-naphthoic acid
644,bmse,bmse000690,1_naphthalenemethanol,1_naphthalenemethanol,1_naphthalenemethanol
645,bmse,bmse000691,2_4_dichlorophenol,"2,4-dichlorophenol","2,4-dichlorophenol"
646,bmse,bmse000692,2_amino_3_methoxybenzoic_acid,2-amino-3-methoxybenzoic acid,2-amino-3-methoxybenzoic acid
647,bmse,bmse000693,2_naphthoic_acid,2-naphthoic acid,2-naphthoic acid
648,bmse,bmse000694,5_methoxy_3_indoleacetic_acid,5-methoxy-3-indoleacetic acid,5-methoxy-3-indoleacetic acid
649,bmse,bmse000695,benzylsuccinic_acid,benzylsuccinic acid,benzylsuccinic acid
650,bmse,bmse000696,indole_3_acetamide,indole-3-acetamide,indole-3-acetamide
651,bmse,bmse000697,pentachlorophenol,pentachlorophenol,pentachlorophenol
652,bmse,bmse000698,s_perillic_acid,(S)-(-)-perillic acid,(S)-(-)-perillic acid
653,bmse,bmse000699,thiamine_monophosphate,thiamine monophosphate dihydratechloride,thiamine monophosphate
654,bmse,bmse000700,16_hydroxyhexadecanoic_acid,16-hydroxyhexadecanoic acid,16-hydroxyhexadecanoic acid
655,bmse,bmse000701,4_phenylbutyric_acid,4-phenylbutyric acid,4-phenylbutyric acid
656,bmse,bmse000702,hyodeoxycholic_acid,hyodeoxycholic acid,hyodeoxycholic acid
657,bmse,bmse000703,4_hydroxy_3_methoxymandelic_acid,4-hydroxy-3-methoxymandelic acid,4-hydroxy-3-methoxymandelic acid
658,bmse,bmse000704,chalcone,chalcone,chalcone
659,bmse,bmse000705,cis_aconitic_acid,cis-aconitic acid,cis-aconitic acid
660,bmse,bmse000706,L_cysteinesulfinic_acid,L-cysteinesulfinic acid,L-cysteinesulfinic acid
661,bmse,bmse000707,N_acetyl_histidine,N-acetyl-histidine,N-acetyl-histidine
662,bmse,bmse000708,nicotinuric_acid,nicotinuric acid,nicotinuric acid
663,bmse,bmse000709,N_N_dimethylformamide,"N,N-dimethylformamide","N,N-dimethylformamide"
664,bmse,bmse000711,L_arginine,L-arginine,L-Arginine
665,bmse,bmse000712,2_3_dideoxycytidine,"2,3-dideoxycytidine","2,3-dideoxycytidine"
666,bmse,bmse000713,2_amino_3_phosphonopropionic_acid,2-amino-3-phosphonopropionic acid,2-amino-3-phosphonopropionic acid
667,bmse,bmse000714,2_ethylpiperidine,2-ethylpiperidine,2-ethylpiperidine
668,bmse,bmse000715,2_hydroxyphenylacetic_acid,2-hydroxyphenylacetic acid,2-hydroxyphenylacetic acid
669,bmse,bmse000716,8_anilino_1_naphthalenesulfonic_acid,8-anilino-1-naphthalenesulfonic acid,8-anilino-1-naphthalenesulfonic acid
670,bmse,bmse000717,cetyl_trimethyl_ammonium,cetyl-trimethyl-ammonium,cetyl-trimethyl-ammonium
671,bmse,bmse000718,cis_1_3_dichloropropene,"cis-1,3-dichloropropene","cis-1,3-dichloropropene"
672,bmse,bmse000719,decamethonium,decamethonium bromide,decamethonium
673,bmse,bmse000720,dioctyl_sulfosuccinate,dioctyl sulfosuccinate,dioctyl sulfosuccinate
674,bmse,bmse000721,diphenylacetic_acid,diphenylacetic acid,diphenylacetic acid
675,bmse,bmse000722,epichlorohydrin,epichlorohydrin,epichlorohydrin
676,bmse,bmse000723,N_2_furoyl_glycine_methyl_ester,N-(2-furoyl)glycine methyl ester,N-(2-furoyl)glycine methyl ester
677,bmse,bmse000724,o_fluoroaniline,o-fluoroaniline,o-fluoroaniline
678,bmse,bmse000725,sec_butylbenzene,sec-butylbenzene,sec-butylbenzene
679,bmse,bmse000726,sulfanilic_acid,sulfanilic acid,sulfanilic acid
680,bmse,bmse000727,trans_2_3_dimethylacrylic_acid,"trans-2,3-dimethylacrylic acid","trans-2,3-dimethylacrylic acid"
681,bmse,bmse000728,1_amino_1_cyclohexanecarboxylic_acid,1-amino-1-cyclohexanecarboxylic acid,1-amino-1-cyclohexanecarboxylic acid
682,bmse,bmse000729,2_3_difluorobenzyl_alcohol,"2,3-difluorobenzyl alcohol","2,3-difluorobenzyl alcohol"
683,bmse,bmse000730,2_2_dimethylsuccinic_acid,"2,2-dimethylsuccinic acid","2,2-dimethylsuccinic acid"
684,bmse,bmse000731,3_deazauridine,3-deazauridine,3-deazauridine
685,bmse,bmse000732,6_ethylmercaptopurine,6_ethylmercaptopurine,6-ethylmercaptopurine
686,bmse,bmse000733,apocholic_acid,apocholic acid,apocholic acid
687,bmse,bmse000734,bis_2_butoxyethyl_phthalate,bis(2-butoxyethyl)phthalate,bis(2-butoxyethyl)phthalate
688,bmse,bmse000735,digoxigenin,digoxigenin,digoxigenin
689,bmse,bmse000737,myristic_acid,myristic acid,myristic acid
690,bmse,bmse000738,N_methylurea,N-methylurea,N-methylurea
691,bmse,bmse000739,p_fluorobenzoic_acid,p-fluorobenzoic acid,p-fluorobenzoic acid
692,bmse,bmse000740,D_pinitol,D-pinitol,D-pinitol
693,bmse,bmse000741,N_methyl_L_aspartic_acid,N-methyl-L-aspartic acid,N-methyl-L-aspartic acid
694,bmse,bmse000742,phenoxyacetic_acid,phenoxyacetic acid,phenoxyacetic acid
695,bmse,bmse000743,phenylglyoxylic_acid,phenylglyoxylic acid,phenylglyoxylic acid
696,bmse,bmse000744,histamine,Histamine,Histamine
697,bmse,bmse000745,homoarginine,Homoarginine HCl,Homoarginine
698,bmse,bmse000746,mesaconic_acid,Mesaconic acid,Mesaconic acid
699,bmse,bmse000748,parabanic_acid,Parabanic acid,Parabanic acid
700,bmse,bmse000749,21_hydroxypregnenolone,21-Hydroxypregnenolone,21-Hydroxypregnenolone
701,bmse,bmse000750,2_hydroxyethyl_salicylate,2-Hydroxyethyl salicylate,2-Hydroxyethyl salicylate
702,bmse,bmse000751,khellin,Khellin,khellin
703,bmse,bmse000752,phenylmethanesulfonyl_fluoride,Phenylmethanesulfonyl fluoride,Phenylmethanesulfonyl fluoride
704,bmse,bmse000753,polyoxyethylene_23_lauryl_ether,Polyoxyethylene 23 lauryl ether,Polyoxyethylene 23 lauryl ether
705,bmse,bmse000754,precocene_1,Precocene 1,Precocene 1
706,bmse,bmse000755,procyclidine,Procyclidine hydrochloride,Procyclidine
707,bmse,bmse000756,3_nitrofluoranthene,3-Nitrofluoranthene,3-Nitrofluoranthene
708,bmse,bmse000757,serotonin,5-Hydroxytryptamine,serotonin
709,bmse,bmse000758,5_methoxypsoralen,5-Methoxypsoralen,5-Methoxypsoralen
710,bmse,bmse000759,5_methyluridine,5-methyluridine,5-methyluridine
711,bmse,bmse000762,neostigmine,Neostigmine,neostigmine
712,bmse,bmse000763,nonactin,nonactin,nonactin
713,bmse,bmse000764,nonadecane,Nonadecane,Nonadecane
714,bmse,bmse000765,octamethylcyclotetrasiloxane,octamethylcyclotetrasiloxane,octamethylcyclotetrasiloxane
715,bmse,bmse000766,orthanilic_acid,orthanilic acid,orthanilic acid
716,bmse,bmse000768,saligenin,saligenin,saligenin
717,bmse,bmse000769,alpha_lipoamide,(+-)-alpha-Lipoamide,alpha-Lipoamide
718,bmse,bmse000770,phenyl_beta_D_glucoside,Phenyl beta-D-glucoside,Phenyl beta-D-glucoside
719,bmse,bmse000771,pyromellitic_acid,Pyromellitic acid,Pyromellitic acid
720,bmse,bmse000772,salicylhydroxamic_acid,Salicylhydroxamic Acid,Salicylhydroxamic Acid
721,bmse,bmse000773,triethylenetetramine,Triethylenetetramine tetrachloride,triethylenetetramine
722,bmse,bmse000774,trimethyl_phosphate,Trimethyl Phosphate,Trimethyl Phosphate
723,bmse,bmse000775,3_methoxybenzamide,3-Methoxybenzamide,3-Methoxybenzamide
724,bmse,bmse000776,L_anserine,L-Anserine,L-Anserine
725,bmse,bmse000777,tributyl_phosphate,Tributyl Phosphate,Tributyl Phosphate
726,bmse,bmse000778,gamma_terpinene,gamma-terpinene,gamma-terpinene
727,bmse,bmse000779,metoclopramide,Metoclopramide Hydrochloride,Metoclopramide
728,bmse,bmse000780,tetramethylammonium,Tetramethylammonium Sulfate,Tetramethylammonium 
729,bmse,bmse000781,thioacetamide,thioacetamide,thioacetamide
730,bmse,bmse000786,cacodylic_acid,cacodylic acid,cacodylic acid
731,bmse,bmse000787,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,MES
732,bmse,bmse000788,MOPS,3[N-MORPHOLINO]PROPANE SULFONIC ACID,MOPS 
733,bmse,bmse000789,creatinine,Creatinine,Creatinine - supplemental proton data
734,bmse,bmse000790,imidazole,imidazole,Imidazole - supplemental proton data
735,bmse,bmse000791,D_glucose,beta-D(+)Glucose,D-(+)-Glucose - supplemental proton data
736,bmse,bmse000792,HEPES,HEPES,HEPES - supplemental proton data
737,bmse,bmse000793,1_4_D_xylobiose,"1,4-D-xylobiose","1,4-D-xylobiose"
738,bmse,bmse000794,3_carboxypropyl_trimethyl_ammonium,(3-Carboxypropyl)trimethylammonium chloride,3-carboxypropyl-trimethyl-ammonium
739,bmse,bmse000795,DSS,3-(Trimethylsilyl)-1-propanesulfonic acid sodium salt,DSS
740,bmse,bmse000796,1_3_diaminopropane,"1,3-Diaminopropane","1,3-Diaminopropane"
741,bmse,bmse000797,D_glucose,beta-D(+)Glucose,D-(+)-Glucose
742,bmse,bmse000798,D_maltose,d-(+)-maltose monohydrate,D-(+)-Maltose
743,bmse,bmse000799,D_psicose,D-Psicose,D-Psicose
744,bmse,bmse000800,L_citrulline,l-citrulline,L-Citrulline
745,bmse,bmse000801,alpha_ketoglutaric_acid,alpha-ketoglutaric acid disodium salt dihydrate,alpha-Ketoglutaric acid
746,bmse,bmse000802,L_arabitol,L-(-) arabitol,L-(-) Arabitol
747,bmse,bmse000803,D_sorbitol,d-sorbitol,D-Sorbitol
748,bmse,bmse000804,sucrose,sucrose,Sucrose
749,bmse,bmse000805,taurine,taurine,Taurine
750,bmse,bmse000806,L_glutathione_oxidized,"L(-)-Glutathione, oxidized","L(-)-Glutathione, oxidized"
751,bmse,bmse000807,glycerol,Glycerol,Glycerol
752,bmse,bmse000808,D_allose,d-allose,D-Allose
753,bmse,bmse000809,L_serine,l-serine,L-Serine
754,bmse,bmse000810,L_threonine,l-threonine,L-Threonine
755,bmse,bmse000811,L_valine,l-valine,L-Valine
756,bmse,bmse000812,agmatine,agmatine sulfate salt,Agmatine
757,bmse,bmse000813,lactose,alpha-lactose monohydrate,Lactose
758,bmse,bmse000814,putrescine,"1,4 diaminobutane dihydrochloride","Putrescine (1,4 diaminobutane)"
759,bmse,bmse000815,D_trehalose,D-Trehalose,D-Trehalose
760,bmse,bmse000816,uridine,Uridine,Uridine
761,bmse,bmse000817,acetic_acid,Acetic Acid,Acetic acid
762,bmse,bmse000818,L_lactic_acid,l-(+) lactic acid calcium salt,L-(+) Lactic acid
763,bmse,bmse000819,isethionic_acid,"Isethionic acid, potassium salt",Isethionic acid
764,bmse,bmse000820,gamma_Aminobutyric_acid,gamma-Aminobutyric acid,gamma-Aminobutyric acid
765,bmse,bmse000821,R_2_Pyrrolidinone_5_carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate
766,bmse,bmse000822,cacodylic_acid,cacodylic acid,cacodylic acid
767,bmse,bmse000823,1_4_D_xylobiose,"1,4-D-xylobiose","1,4-D-xylobiose"
768,bmse,bmse000824,dGMP,2-Deoxyguanosine 5-monophosphate disodium salt hydrate,2'-Deoxyguanosine 5'-monophosphate
769,bmse,bmse000825,acetamide,acetamide,acetamide
770,bmse,bmse000826,acetonitrile,acetonitrile,acetonitrile
771,bmse,bmse000827,DL_2_aminocaprylic_acid,DL-2-Aminocaprylic acid,DL-2-Aminocaprylic acid
772,bmse,bmse000828,DL_3_aminoisobutyric_acid,DL-3-Aminoisobutyric acid,DL-3-Aminoisobutyric acid
773,bmse,bmse000829,IPTG,Isopropyl beta-D-1-thiogalactopyranoside,IPTG
774,bmse,bmse000830,N_acetyl_L_lysine,N-alpha-Acetyl-L-lysine,N-alpha-Acetyl-L-lysine
775,bmse,bmse000831,1_2_4_benzenetriol,"1,2,4-Benzenetriol","1,2,4-Benzenetriol"
776,bmse,bmse000832,beta_carotene,beta-carotene,beta-carotene
777,bmse,bmse000833,deoxycholic_acid,deoxycholic acid,deoxycholic acid
778,bmse,bmse000834,p_xylene,p-xylene,p-xylene
779,bmse,bmse000835,Atrazine,2-chloro-4-ethylamino-6-isopropylamino-S-triazine,Atrazine
780,bmse,bmse000837,cis_1_2_cyclohexanediol,"cis-1,2-Cyclohexanediol","cis-1,2-Cyclohexanediol"
781,bmse,bmse000838,N_3_Indolylacety_DL_aspartic_acid,N-(3-Indolylacetyl)-DL-aspartic acid,N-(3-Indolylacetyl)-DL-aspartic acid
782,bmse,bmse000839,Pulegone,(+)-Pulegone,(+)-Pulegone
783,bmse,bmse000840,rhodanine,rhodanine,rhodanine
784,bmse,bmse000841,1_2_4_trichlorobenzene,"1,2,4-Trichlorobenzene","1,2,4-Trichlorobenzene"
785,bmse,bmse000842,3_furoic_acid,3-Furoic acid,3-Furoic acid
786,bmse,bmse000843,3_methylsalicylaldehyde,3-Methylsalicylaldehyde,3-Methylsalicylaldehyde
787,bmse,bmse000844,isoprene,Isoprene,Isoprene
788,bmse,bmse000845,4_4_DDD,pestanal,"4,4'-DDD"
789,bmse,bmse000846,phthalic_acid_diethyl_ester,Phthalic acid diethyl ester,Phthalic acid diethyl ester
790,bmse,bmse000847,undecanedioic_acid,undecanedioic acid,undecanedioic acid
791,bmse,bmse000848,2_thiophenecarboxylic_acid,2-Thiophenecarboxylic acid,2-Thiophenecarboxylic acid
792,bmse,bmse000849,cholesteryl_stearate,Cholesteryl stearate,Cholesteryl stearate
793,bmse,bmse000850,D_sphingosine,D-Sphingosine,D-Sphingosine
794,bmse,bmse000851,octanal,octanal,octanal
795,bmse,bmse000852,petroselinic_acid,Petroselinic acid sodium salt,Petroselinic acid
796,bmse,bmse000854,ATP,"ATP, disodium salt",ATP
797,bmse,bmse000855,D_glucose,beta-D(+)Glucose,D-(+)-Glucose
798,bmse,bmse000856,glycerol,Glycerol,Glycerol
799,bmse,bmse000857,acetic_acid,Acetic Acid,Acetic acid
800,bmse,bmse000858,L_citrulline,l-citrulline,L-Citrulline
801,bmse,bmse000859,L_threonine,l-threonine,L-Threonine
802,bmse,bmse000860,L_valine,l-valine,L-Valine
803,bmse,bmse000861,adenine,adenine,Adenine
804,bmse,bmse000862,putrescine,"1,4 diaminobutane dihydrochloride","Putrescine (1,4 diaminobutane)"
805,bmse,bmse000863,taurine,taurine,Taurine
806,bmse,bmse000864,uridine,Uridine,Uridine
807,bmse,bmse000865,D_tagatose,D-(-)-Tagatose,D-(-)-Tagatose
808,bmse,bmse000866,L_isoleucine,l-isoleucine,L-Isoleucine
809,bmse,bmse000867,L_serine,l-serine,L-Serine
810,bmse,bmse000868,L_tryptophan,l-tryptophan,L-Tryptophan
811,bmse,bmse000869,L_arabitol,L-(-) arabitol,L-(-) Arabitol
812,bmse,bmse000870,tyramine,Tyramine hydrochloride,Tyramine
813,bmse,bmse000871,gamma_Aminobutyric_acid,gamma-Aminobutyric acid,gamma-Aminobutyric acid
814,bmse,bmse000872,1_3_diaminopropane,"1,3-Diaminopropane","1,3-Diaminopropane"
815,bmse,bmse000873,AMP,"AMP, disodium salt",AMP
816,bmse,bmse000874,D_mannose,D-(+)-Mannose,D-(+)-Mannose
817,bmse,bmse000875,L_aspartic_acid,l-aspartic acid,L-Aspartic acid
818,bmse,bmse000876,D_trehalose,D-Trehalose,D-Trehalose
819,bmse,bmse000877,HEPES,HEPES,HEPES
820,bmse,bmse000878,R_2_Pyrrolidinone_5_carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate
821,bmse,bmse000879,dGMP,2-Deoxyguanosine 5-monophosphate disodium salt hydrate,2'-Deoxyguanosine 5'-monophosphate
822,bmse,bmse000880,undecanedioic_acid,undecanedioic acid,undecanedioic acid
823,bmse,bmse000881,5_6_dimethylbenzimidazole,"","5,6-Dimethylbenzimidazole"
824,bmse,bmse000882,D_mannose,D-(+)-Mannose,D-(+)-Mannose
825,bmse,bmse000883,D_tagatose,D-(-)-Tagatose,D-(-)-Tagatose
826,bmse,bmse000884,L_isoleucine,l-isoleucine,L-Isoleucine
827,bmse,bmse000885,L_serine,l-serine,L-Serine
828,bmse,bmse000886,adonitol,adonitol,Adonitol
829,bmse,bmse000887,4_aminobenzoic_acid,4-aminobenzoic acid,4-Aminobenzoic acid
830,bmse,bmse000888,inosine,inosine,Inosine
831,bmse,bmse000889,D_cellobiose,D-cellobiose,D-Cellobiose
832,bmse,bmse000890,HEPES,HEPES,HEPES
833,bmse,bmse000891,tyramine,Tyramine hydrochloride,Tyramine
834,bmse,bmse000892,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,MES
835,bmse,bmse000893,MOPS,3[N-MORPHOLINO]PROPANE SULFONIC ACID,MOPS 
836,bmse,bmse000894,3_carboxypropyl_trimethyl_ammonium,(3-Carboxypropyl)trimethylammonium chloride,3-carboxypropyl-trimethyl-ammonium
837,bmse,bmse000895,acetamide,acetamide,acetamide
838,bmse,bmse000896,acetonitrile,acetonitrile,acetonitrile
839,bmse,bmse000897,D_ornithine,D-Ornithine monohydrochloride,D-Ornithine
840,bmse,bmse000898,D_xylose,d-(+)-xylose,D-(+)-Xylose
841,bmse,bmse000899,L_arginine,l-arginine mono hydro chloride,L-Arginine
842,bmse,bmse000900,L_phenylalanine,L-phenyalanine,L-Phenylalanine
843,bmse,bmse000901,myo_inositol,myo-inositol,myo-Inositol
844,bmse,bmse000903,D_sorbose,D-(+)-Sorbose,D-(+)-Sorbose
845,bmse,bmse000904,malic_acid,malic_acid,Malic acid
846,bmse,bmse000905,3_hydroxybutyrate,Sodium 3-hydroxybutyrate,3-Hydroxybutyrate
847,bmse,bmse000906,L_glutathione_oxidized,"L(-)-Glutathione, oxidized","L(-)-Glutathione, oxidized"
848,bmse,bmse000908,chenodeoxycholic_acid,Chenodeoxycholic acid,Chenodeoxycholic acid
849,bmse,bmse000909,dopamine,Dopamine hydrochloride,Dopamine
850,bmse,bmse000910,mannobiose,2α-Mannobiose,2-alpha-Mannobiose
851,bmse,bmse000911,tetrahydrobiopterin,"(6R)-5,6,7,8-Tetrahydrobiopterin dihydrochloride",tetrahydrobiopterin
852,bmse,bmse000912,L_asparagine,l-asparagine,L-Asparagine
853,bmse,bmse000913,L_glutamic_acid,l-glutamic acid,L-Glutamic acid
854,bmse,bmse000914,L_lysine,l-lysine monohydrochloride,L-Lysine
855,bmse,bmse000915,L_methionine,l-methionine,L-Methionine
856,bmse,bmse000916,4_aminobenzoic_acid,4-aminobenzoic acid,4-Aminobenzoic acid
857,bmse,bmse000917,anthranilic_acid,anthranilic acid,Anthranilic acid
858,bmse,bmse000918,sucrose,sucrose,Sucrose
859,bmse,bmse000919,L_arginine,l-arginine mono hydro chloride,L-Arginine
860,bmse,bmse000920,L_leucine,l-leucine,L-Leucine
861,bmse,bmse000921,L_phenylalanine,L-phenyalanine,L-Phenylalanine
862,bmse,bmse000923,L_thyroxine,L-Thyroxine,L-Thyroxine
863,bmse,bmse000924,miconazole,(±)-Miconazole nitrate salt,Miconazole
864,bmse,bmse000925,nitrosobenzene,nitrosobenzene,nitrosobenzene
865,bmse,bmse000926,palmitoleic_acid,Palmitoleic acid,Palmitoleic acid
866,bmse,bmse000927,taurocholic_acid,Taurocholic acid sodium salt hydrate,Taurocholic acid
867,bmse,bmse000928,thiram,tetramethylthiuram disulfide,tetramethylthiuram disulfide
868,bmse,bmse000929,3_methoxytyramine,3-Methoxytyramine hydrochloride,3-Methoxytyramine
869,bmse,bmse000930,4_pyridoxic_acid,"",4-Pyridoxic acid
870,bmse,bmse000931,argininosuccinic_acid,Argininosuccinic acid disodium salt hydrate,Argininosuccinic acid
871,bmse,bmse000932,3_Phosphono_alanine,DL-2-Amino-3-phosphonopropionic acid,3-Phosphono-DL-alanine
872,bmse,bmse000933,dopamine,"",dopamine
873,bmse,bmse000934,2_3_diphospho_D_glyceric_acid,"2,3-diphospho-D-glyceric acid pentasodium salt","2,3-Diphospho-D-glyceric acid"
874,bmse,bmse000935,ADP,"ADP, monosodium salt",ADP
875,bmse,bmse000936,agmatine,agmatine sulfate salt,Agmatine
876,bmse,bmse000937,alpha_ketoglutaric_acid,alpha-ketoglutaric acid disodium salt dihydrate,alpha-Ketoglutaric acid
877,bmse,bmse000938,lactose,alpha-lactose monohydrate,Lactose
878,bmse,bmse000939,D_cellobiose,D-cellobiose,D-Cellobiose
879,bmse,bmse000940,uracil,Uracil,Uracil
880,bmse,bmse000941,boric_acid,"",Boric acid
881,bmse,bmse000942,2_deoxyinosine,2'-Deoxyinosine,2'-Deoxyinosine
882,bmse,bmse000943,5_Methoxy_DL_tryptophan,5-Methoxy-DL-tryptophan,5-Methoxy-DL-tryptophan
883,bmse,bmse000944,ethyl_acetoacetate,Ethyl acetoacetate sodium salt,Ethyl acetoacetate
884,bmse,bmse000945,flavone,"",Flavone
885,bmse,bmse000946,D_maltose,d-(+)-maltose monohydrate,D-(+)-Maltose
886,bmse,bmse000947,L_proline,l-proline,L-Proline
887,bmse,bmse000948,betaine,betaine,Betaine
888,bmse,bmse000949,D_carnitine,D-Carnitine,D-Carnitine
889,bmse,bmse000950,creatine,creatine hydrate,Creatine
890,bmse,bmse000951,spermidine,spermidine,Spermidine
891,bmse,bmse000952,L_glutathione_reduced,L-Glutathione reduced,L-Glutathione reduced
892,bmse,bmse000953,Choline,Choline,Choline
893,bmse,bmse000954,2_3_diphospho_D_glyceric_acid,"2,3-diphospho-D-glyceric acid pentasodium salt","2,3-Diphospho-D-glyceric acid"
894,bmse,bmse000955,spermidine,spermidine,Spermidine
895,bmse,bmse000956,L_glutathione_reduced,L-Glutathione reduced,L-Glutathione reduced
896,bmse,bmse000957,5_Aminovaleric_acid,5-Aminovaleric acid,5-Aminovaleric acid
897,bmse,bmse000958,3_methoxytyramine,3-Methoxytyramine hydrochloride,3-Methoxytyramine
898,bmse,bmse000959,argininosuccinic_acid,Argininosuccinic acid disodium salt hydrate,Argininosuccinic acid
899,bmse,bmse000960,3_acetylphenylboronic_acid,"",3-Acetylphenylboronic acid
900,bmse,bmse000961,cholesteryl_sulfate,Sodium cholesteryl sulfate,Sodium cholesteryl sulfate
901,bmse,bmse000962,Gentisaldehyde,"",Gentisaldehyde
902,bmse,bmse000963,limonene_oxide,(+)-Limonene oxide,(+)-Limonene oxide
903,bmse,bmse000964,ocimene,"",Ocimene
904,bmse,bmse000965,D_psicose,D-Psicose,D-Psicose
905,bmse,bmse000966,trans_4_hydroxy_L_proline,trans 4 hydroxy l proline,trans 4 Hydroxy-L-proline
906,bmse,bmse000967,beta_alanine,beta-alanine,beta-Alanine
907,bmse,bmse000968,succinic_acid,Disodium Succinate,Succinic acid
908,bmse,bmse000969,cytidine,Cytidine Free Base,Cytidine
909,bmse,bmse000970,1_octanol,1-Octanol,1-Octanol
910,bmse,bmse000971,3_morpholinopropylamine,"",3-Morpholinopropylamine
911,bmse,bmse000972,butyraldehyde,Butyraldehyde,Butyraldehyde
912,bmse,bmse000973,ethyl_4_aminobutyrate,"",Ethyl 4-aminobutyrate
913,bmse,bmse000974,tropine,Tropine,Tropine
914,bmse,bmse000975,L_cysteine,l-cysteine,L-Cysteine
915,bmse,bmse000976,L_histidine,l-histidine monohydrochloride monohydrate,L-Histidine
916,bmse,bmse000977,glycine,glycine,Glycine
917,bmse,bmse000978,inosine,inosine,Inosine
918,bmse,bmse000979,L_lactic_acid,l-(+) lactic acid calcium salt,L-(+) Lactic acid
919,bmse,bmse000980,1_octanol,1-Octanol,1-Octanol
920,bmse,bmse000981,3_morpholinopropylamine,"",3-Morpholinopropylamine
921,bmse,bmse000982,2_Isopropylmalic_acid,2-Isopropylmalic acid,2-Isopropylmalic acid
922,bmse,bmse000983,O_acetyl_L_serine,O-Acetyl-L-serine hydrochloride,O-Acetyl-L-serine
923,bmse,bmse000984,2_amino_6_chloropurine,"",2-Amino-6-chloropurine
924,bmse,bmse000985,6_hydroxyflavanone,"",6-Hydroxyflavanone
925,bmse,bmse000986,esculetin,"",Esculetin
926,bmse,bmse000987,fludrocortisone,Fludrocortisone,Fludrocortisone
927,bmse,bmse000988,harmalol,"",Harmalol
928,bmse,bmse000989,lapachol,"",lapachol
929,bmse,bmse000990,5_Aminovaleric_acid,"",5-Aminovaleric acid
930,bmse,bmse000991,ADP,"ADP, monosodium salt",ADP
931,bmse,bmse000992,AMP,"AMP, disodium salt",AMP
932,bmse,bmse000993,ATP,"ATP, disodium salt",ATP
933,bmse,bmse000994,L_alanine,l-alanine,L-Alanine
934,bmse,bmse000995,adenine,adenine,Adenine
935,bmse,bmse000996,adenosine,adenosine,Adenosine
936,bmse,bmse000997,betaine,betaine,Betaine
937,bmse,bmse000998,chorismic_acid,chorismic acid,Chorismic acid
938,bmse,bmse000999,creatine,creatine hydrate,Creatine
939,bmse,bmse001000,N_acetyl_L_glutamine,N-acetyl-L-Glutamine,N-Acetyl-L-Glutamine
940,bmse,bmse001001,creatinine,Creatinine,Creatinine
941,bmse,bmse001002,L_carnosine,L-carnosine,L-Carnosine
942,bmse,bmse001003,Choline,Choline,Choline
943,bmse,bmse001004,L_anserine,L-Anserine,L-Anserine
944,bmse,bmse001005,D_fructose,D-(-)-Fructose,D-(-)-Fructose
945,bmse,bmse001006,D_galactose,D-(+)-Galactose,D-(+)-Galactose
946,bmse,bmse001007,D_sorbitol,d-sorbitol,D-Sorbitol
947,bmse,bmse001008,D_allose,d-allose,D-Allose
